,Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price,rsi,ma,trend
66,1611808200,31372.48,31409.73,31333.63,31343.12,14.50288731,454740.0107,31355.13646,44.71841686629074,31341.228181818162,downtrend
67,1611808260,31326.13,31330.28,31294.05,31302.79,20.60401219,645225.5907,31315.5314,37.97230157125065,31336.41909090907,downtrend
68,1611808320,31312.48,31312.48,31270.32,31272.56,7.47217662,233774.4359,31285.98905,33.73390688321018,31329.93545454543,downtrend
69,1611808380,31270.26,31289.04,31220.8,31242.64,21.01882152,657226.4249,31268.47165,30.045832665380477,31321.324545454525,downtrend
70,1611808440,31235.44,31253.14,31219.58,31231.84,16.48771681,514973.6588,31233.77631,28.78371592540687,31311.566363636346,downtrend
71,1611808500,31242.6,31260.3,31221.15,31236.71,15.91294606,497225.8419,31246.62398,30.251667762166328,31307.85272727271,downtrend
72,1611808560,31219.73,31264.25,31219.73,31228.43,10.49014803,327794.9105,31247.882260000002,29.117831375296536,31298.755454545437,downtrend
73,1611808620,31242.72,31273.92,31234.8,31253.22,1.83735776,57419.92838,31251.35977,36.97582895511254,31290.90909090907,downtrend
74,1611808680,31248.08,31269.49,31236.77,31247.57,7.86852534,245921.9967,31253.88635,35.96611618486724,31281.956363636345,downtrend
75,1611808740,31236.73,31237.76,31182.16,31200.14,12.89073345,402276.3405,31206.62933,28.664935903185768,31266.705454545434,downtrend
76,1611808800,31182.27,31195.95,31112.7,31188.48,29.22604765,910651.6395,31158.90491,27.158968022200412,31249.772727272706,downtrend
77,1611808860,31188.48,31235.61,31171.68,31221.81,4.74424569,148068.3219,31210.08725,37.57531314083169,31238.744545454523,downtrend
78,1611808920,31229.14,31279.9,31227.48,31279.9,10.89501891,340473.0557,31250.34096,51.113286765492425,31236.66363636362,uptrend
79,1611808980,31281.6,31292.23,31247.68,31292.23,16.81471655,525863.1008,31273.97951,53.49201071720213,31238.4518181818,uptrend
80,1611809040,31283.35,31283.35,31241.17,31273.54,13.40094042,419139.7451,31276.89042,49.44030354861724,31241.260909090888,uptrend
81,1611809100,31273.54,31305.88,31261.79,31292.34,8.29124301,259346.7777,31279.60155,53.38640095680578,31246.760909090888,uptrend
82,1611809160,31292.36,31292.36,31248.56,31273.29,15.00322449,469179.8054,31271.931289999997,49.07408863024725,31250.08636363634,uptrend
83,1611809220,31273.81,31281.54,31218.41,31281.54,13.86612828,433353.869,31252.69435,50.97943668377221,31254.914545454518,uptrend
84,1611809280,31281.55,31311.17,31281.55,31286.68,7.84875304,245646.1015,31297.46855,52.2170226580147,31257.956363636335,uptrend
85,1611809340,31294.94,31306.42,31294.94,31299.25,3.1751788,99388.01942000001,31301.550460000002,55.28452285818107,31262.654545454516,uptrend
86,1611809400,31292.7,31310.8,31251.59,31299.13,6.94213202,217212.4522,31289.012010000002,55.24690251218859,31271.653636363604,uptrend
87,1611809460,31299.13,31317.64,31297.43,31312.64,3.97586468,124460.8988,31304.10838,58.75760994375881,31282.94090909088,uptrend
88,1611809520,31319.75,31341.94,31313.86,31341.94,11.74060713,367764.7695,31324.16965,65.3143902788794,31293.86181818179,uptrend
89,1611809580,31341.94,31348.63,31290.24,31297.36,12.681173699999999,397368.8954,31335.34047,51.47861254905503,31295.44909090906,uptrend
90,1611809640,31298.21,31298.21,31207.6,31220.83,5.05064635,157809.8887,31245.48379,36.66416069303262,31288.958181818154,downtrend
91,1611809700,31222.23,31320.06,31222.23,31320.06,4.28906158,134015.5716,31245.895889999996,55.22697921883285,31293.187272727246,uptrend
92,1611809760,31333.75,31442.16,31333.75,31423.72,17.33554615,544594.1476,31414.88263,66.59200654895913,31305.130909090876,uptrend
93,1611809820,31423.72,31428.68,31335.42,31345.58,5.39397728,169257.8017,31379.03497,54.916480059652244,31311.7027272727,uptrend
94,1611809880,31331.36,31375.23,31321.28,31333.54,6.86596035,215226.8086,31346.93439,53.31609933753622,31316.42999999997,uptrend
95,1611809940,31333.54,31427.82,31333.54,31406.72,8.51722381,267372.4188,31391.96817,60.99300969866899,31327.342727272702,uptrend
96,1611810000,31387.5,31458.97,31387.5,31417.8,15.19820821,477900.7346,31444.54452,62.043072395805524,31338.119999999974,uptrend
97,1611810060,31419.93,31419.93,31341.59,31341.63,12.99427498,407575.279,31365.75758,51.4613644462819,31341.98363636361,uptrend
98,1611810120,31351.04,31351.04,31290.31,31301.91,17.80673165,557851.9622,31328.150110000002,46.83329406263952,31341.008181818153,downtrend
99,1611810180,31291.77,31291.77,31211.02,31211.02,21.20338046,662260.4514,31233.720139999998,38.11749246771587,31329.106363636336,downtrend
100,1611810240,31228.44,31237.18,31201.5,31213.8,2.55461644,79756.60851,31220.580619999997,38.50641991316354,31321.509999999973,downtrend
101,1611810300,31225.66,31325.03,31221.43,31289.26,5.27201683,164967.2276,31291.10413,48.30529543850833,31327.730909090882,downtrend
102,1611810360,31292.84,31300.55,31229.14,31229.14,7.87684624,246196.0466,31255.66237,42.33367620331253,31319.46545454543,downtrend
103,1611810420,31236.37,31252.77,31185.74,31252.77,20.18182371,630033.0118,31217.843389999998,45.287510199688064,31303.924545454516,downtrend
104,1611810480,31262.84,31287.2,31244.24,31287.2,7.38953535,231068.9359,31269.75175,49.47720135301329,31298.617272727246,downtrend
105,1611810540,31294.18,31315.79,31253.52,31255.52,2.77671608,86913.53097,31300.83468,45.884913811182685,31291.524545454522,downtrend
106,1611810600,31238.52,31239.77,31199.07,31199.07,10.01140029,312563.762,31220.783610000002,40.118022717363736,31272.647272727252,downtrend
107,1611810660,31199.28,31210.5,31121.55,31123.13,10.16098943,316748.7247,31173.0198,33.77333913935413,31245.85909090907,downtrend
108,1611810720,31135.31,31215.98,31135.31,31215.98,3.59154153,111974.3311,31177.23411,45.485816522025516,31234.43636363634,downtrend
109,1611810780,31235.95,31305.8,31235.95,31292.37,11.86317365,370798.2274,31256.24207,53.07255191454956,31233.56909090907,uptrend
110,1611810840,31306.48,31320.53,31259.71,31278.8,6.80208184,212845.1143,31291.17222,51.6536662341034,31239.730909090886,uptrend
111,1611810900,31284.16,31330.54,31284.16,31330.54,3.98727203,124871.6982,31317.576839999998,56.572339113841736,31250.343636363614,uptrend
112,1611810960,31314.74,31345.86,31290.95,31328.7,8.76186004,274461.3515,31324.55327,56.34582512562603,31253.929090909067,uptrend
113,1611811020,31305.03,31308.91,31235.06,31241.94,6.94734251,217211.4788,31265.40522,46.575525819558806,31255.092727272702,downtrend
114,1611811080,31253.66,31302.05,31253.66,31269.64,15.98506669,500091.8869,31284.94217,49.6713690351111,31256.62636363634,downtrend
115,1611811140,31279.07,31288.48,31223.08,31223.08,5.66413382,176997.6509,31248.84697,44.82063563240804,31250.797272727246,downtrend
116,1611811200,31223.08,31236.04,31173.99,31173.99,6.60322778,206021.1381,31200.06533,40.21940056715932,31243.385454545427,downtrend
117,1611811260,31179.1,31231.31,31173.07,31224.95,7.41904729,231482.1703,31201.06414,46.54860770865815,31245.738181818157,uptrend
118,1611811320,31232.94,31248.83,31191.2,31194.22,9.90303285,309364.8651,31239.40613,43.46526361660537,31252.200909090883,downtrend
119,1611811380,31205.64,31269.69,31195.18,31269.69,3.74681114,116975.7866,31220.09149,52.11974474336893,31257.083636363615,downtrend
120,1611811440,31280.6,31292.43,31186.69,31210.44,6.83300283,213539.9608,31251.261880000002,45.97980281679634,31249.635454545434,downtrend
121,1611811500,31182.16,31234.47,31180.97,31206.17,9.30632514,290513.4184,31216.77075,45.55011947726807,31243.032727272705,downtrend
122,1611811560,31214.09,31276.15,31209.91,31241.61,4.88936246,152797.0106,31250.906810000004,49.87028122573008,31234.94818181816,downtrend
123,1611811620,31261.33,31271.8,31140.9,31190.59,24.49717466,763837.2595,31180.62675,44.2538738470499,31222.392727272705,downtrend
124,1611811680,31198.81,31242.53,31177.95,31218.71,0.91966751,28710.311869999998,31218.14304,47.85053089225655,31220.28090909089,downtrend
125,1611811740,31240.75,31240.75,31162.74,31176.31,9.28241449,289568.8091,31195.41897,43.18282565726799,31211.796363636342,downtrend
126,1611811800,31169.37,31217.64,31146.07,31208.0,6.17561787,192558.875,31180.50356,47.44058452284335,31210.42545454543,uptrend
127,1611811860,31207.99,31256.87,31207.99,31253.55,3.59403741,112271.7716,31238.342510000002,53.058578856686715,31217.65818181816,uptrend
128,1611811920,31253.55,31278.38,31221.21,31272.22,9.54651889,298482.8199,31266.14249,55.23758142127973,31221.95545454543,uptrend
129,1611811980,31271.61,31292.92,31255.77,31259.71,8.73321116,273144.9356,31276.575210000003,53.39234924044074,31227.90909090907,downtrend
130,1611812040,31281.98,31306.47,31281.71,31306.45,4.8942836,153172.6189,31296.2287,59.06860322065663,31231.25090909089,uptrend
131,1611812100,31300.0,31313.01,31248.68,31292.37,6.78218766,212157.6227,31281.591330000003,56.755044574774644,31238.69909090907,uptrend
132,1611812160,31257.99,31307.8,31256.61,31297.8,5.42734301,169837.423,31292.922280000003,57.468859307889005,31247.02909090907,uptrend
133,1611812220,31296.24,31331.3,31250.91,31298.64,9.31639316,291629.4216,31302.824660000002,57.58918645064025,31252.21363636362,uptrend
134,1611812280,31298.64,31339.26,31290.45,31320.25,17.97198879,562874.1256,31319.52352,60.76235052049556,31264.00090909089,uptrend
135,1611812340,31326.67,31342.88,31303.74,31338.46,4.13098372,129399.0632,31324.03125,63.33112611779112,31274.887272727254,uptrend
136,1611812400,31337.11,31351.18,31306.27,31318.51,12.93527599,405319.8097,31334.45394,58.65667054476039,31287.814545454527,uptrend
137,1611812460,31319.72,31336.18,31279.4,31318.29,5.61440341,175817.6021,31315.45585,58.60367053915308,31297.840909090886,uptrend
138,1611812520,31324.05,31484.44,31321.47,31473.47,7.66415542,240715.6298,31407.97865,75.76548951269379,31317.833636363615,uptrend
139,1611812580,31500.0,31558.37,31446.02,31558.37,34.87523548,1099256.465,31519.6858,80.64363472576797,31343.847272727246,uptrend
140,1611812640,31558.37,31567.73,31504.18,31509.34,9.53209044,300705.7738,31546.676539999997,71.41906108124181,31366.540909090883,uptrend
141,1611812700,31519.98,31589.35,31511.31,31565.77,8.466595800000002,267395.4934,31582.409239999997,75.06633203464408,31390.11545454543,uptrend
142,1611812760,31583.08,31596.24,31531.5,31595.71,10.21970454,322634.2082,31569.8176,76.81085058300764,31417.691818181796,uptrend
143,1611812820,31596.23,31634.16,31579.16,31614.91,21.43086825,677630.3508,31619.36058,77.91201565782981,31446.519999999975,uptrend
144,1611812880,31634.16,31690.0,31610.27,31690.0,18.48287967,585269.5599,31665.496410000003,81.69024638831578,31482.098181818157,uptrend
145,1611812940,31673.09,31692.05,31631.09,31682.11,27.6194578,874871.4838,31675.91088,80.09080821858313,31514.99454545452,uptrend
146,1611813000,31678.05,31700.0,31606.62,31644.62,3.8013262,120365.3201,31664.0335,72.58746507787913,31542.827272727245,uptrend
147,1611813060,31629.54,31647.63,31577.46,31589.52,9.9064244,313279.9029,31623.91296,62.955797014091495,31567.464545454517,uptrend
148,1611813120,31563.73,31632.87,31563.73,31600.12,4.88906287,154559.4073,31613.2992,63.97750187905584,31593.085454545428,uptrend
149,1611813180,31634.71,31647.88,31601.19,31647.88,1.52101517,48095.0983,31620.39357,68.34792367824897,31608.940909090885,uptrend
150,1611813240,31647.88,31685.24,31641.17,31661.61,11.17421161,353915.5021,31672.5255,69.52879575752301,31618.32636363634,uptrend
151,1611813300,31661.66,31661.66,31619.92,31619.92,5.52582058,174846.4866,31641.723439999998,61.75565979039289,31628.379090909064,uptrend
152,1611813360,31638.3,31737.33,31610.59,31717.86,5.63681743,178535.8877,31673.17195,70.3950268102738,31642.205454545423,uptrend
153,1611813420,31709.67,31721.66,31675.8,31676.98,2.42191947,76779.53018,31701.93358,63.71936303364276,31649.593636363603,uptrend
154,1611813480,31726.79,31862.61,31690.15,31833.65,81.25201056,2582292.437,31781.27432,74.1557274553229,31669.479090909063,uptrend
155,1611813540,31828.09,31848.14,31765.09,31778.96,5.39725149,171619.556,31797.583689999996,66.71250265155047,31677.566363636335,uptrend
156,1611813600,31772.98,31856.31,31772.98,31816.75,10.38776776,330521.2875,31818.317000000003,69.09418122253408,31689.806363636337,uptrend
157,1611813660,31807.57,31862.61,31793.62,31862.61,7.29635452,232397.6527,31851.200780000003,71.81348677066339,31709.62363636361,uptrend
158,1611813720,31862.61,31900.84,31854.28,31868.5,16.29489796,519681.3717,31892.2753,72.16301216127891,31734.985454545425,uptrend
159,1611813780,31868.59,31868.59,31786.27,31800.4,7.06158704,224724.9971,31823.582410000003,62.24684132280489,31753.1927272727,uptrend
160,1611813840,31817.29,31838.86,31811.13,31811.13,1.05086327,33433.88586,31815.63845,63.1337290770579,31768.03363636361,uptrend
161,1611813900,31805.41,31823.12,31730.2,31730.2,3.99423996,126907.2434,31772.563660000003,52.748965359119566,31774.269090909067,uptrend
162,1611813960,31749.76,31824.0,31718.8,31822.83,10.59363672,336519.3323,31766.17636,60.923304037588395,31792.715454545432,uptrend
163,1611814020,31803.3,31805.22,31752.27,31763.26,3.27295846,104051.1412,31791.15851,54.22075098907132,31796.84272727271,uptrend
164,1611814080,31783.2,31829.73,31762.43,31829.73,0.65882495,20940.18879,31784.1466,59.715527823619766,31810.72909090907,downtrend
165,1611814140,31810.69,31810.69,31772.91,31788.79,0.42196451,13413.881290000001,31789.121989999996,55.182750464474154,31806.650909090884,uptrend
166,1611814200,31773.8,31810.12,31773.8,31783.92,0.73521907,23370.21871,31786.74175,54.63462035934378,31807.101818181793,downtrend
167,1611814260,31774.57,31799.09,31769.79,31780.89,2.66645967,84764.90346,31789.3064,54.26201645695396,31803.841818181794,downtrend
168,1611814320,31800.0,31830.63,31800.0,31822.34,4.2022234,133695.3894,31815.39311,58.55797278706166,31800.180909090886,downtrend
169,1611814380,31822.34,31860.25,31822.34,31829.05,1.65592351,52706.5191,31829.07832,59.24647212941323,31796.59454545452,uptrend
170,1611814440,31862.61,31936.4,31847.27,31909.07,2.35443721,75139.59876000001,31914.03807,66.59926149516359,31806.47363636361,uptrend
171,1611814500,31926.45,31934.8,31857.11,31867.45,2.11282482,67358.39979,31880.73102,60.31081812468723,31811.593636363614,uptrend
172,1611814560,31856.85,31856.85,31793.11,31800.32,8.73287019,277879.0119,31819.894930000002,51.582197074639446,31817.968181818156,downtrend
173,1611814620,31812.2,31813.68,31784.03,31784.03,0.61929358,19689.7697,31793.918639999996,49.644939649415754,31814.44090909088,uptrend
174,1611814680,31796.48,31808.25,31781.5,31788.11,5.91535237,188109.4141,31800.204339999997,50.165788438352806,31816.699999999968,downtrend
175,1611814740,31786.97,31833.86,31786.97,31798.36,3.94209869,125382.7246,31806.08465,51.56426635564546,31813.84818181815,uptrend
176,1611814800,31824.89,31843.01,31790.95,31796.98,0.69441127,22090.11797,31811.28955,51.34870533505403,31814.5927272727,uptrend
177,1611814860,31793.27,31900.84,31793.27,31875.01,1.44580347,46082.13664,31873.029489999997,61.46860361702303,31822.87363636361,uptrend
178,1611814920,31856.01,31861.7,31788.28,31788.28,4.60014966,146408.9001,31826.986289999997,48.90532192493467,31823.545454545423,downtrend
179,1611814980,31782.77,31837.63,31781.82,31813.26,1.31767152,41902.2744,31800.2429,52.042145370382,31822.71999999997,downtrend
180,1611815040,31824.0,31838.83,31800.0,31800.0,1.14782641,36514.92574,31812.236960000002,50.22357297502158,31820.079090909057,downtrend
181,1611815100,31826.05,31830.51,31801.63,31813.9,2.67515615,85126.11802000001,31820.990339999997,52.170286082378944,31811.427272727244,downtrend
182,1611815160,31831.63,31861.46,31825.81,31830.86,0.6390349,20343.29923,31834.41034,54.57856941649869,31808.100909090877,uptrend
183,1611815220,31824.75,31837.54,31811.9,31837.54,0.46208204,14703.40066,31819.89212,55.55786283895473,31811.48454545451,uptrend
184,1611815280,31827.28,31861.82,31800.69,31820.07,5.63521568,179242.8983,31807.637619999998,52.28233753604224,31814.760909090877,uptrend
185,1611815340,31800.21,31848.96,31717.4,31734.54,16.30049845,517706.5954,31760.1696,39.58640627214923,31809.890909090875,downtrend
186,1611815400,31739.88,31760.14,31723.0,31735.7,1.87530812,59530.780679999996,31744.5331,39.806676042981856,31804.194545454517,downtrend
187,1611815460,31745.42,31798.67,31745.42,31794.23,4.91806973,156316.9548,31784.208730000002,50.022487933278185,31803.944545454517,downtrend
188,1611815520,31761.91,31769.64,31720.09,31720.09,0.80739021,25634.46311,31749.78195,40.37761031102077,31789.86090909088,downtrend
189,1611815580,31743.24,31758.58,31728.68,31753.56,4.37350257,138816.49599999998,31740.348560000002,45.63545564949971,31786.704545454515,downtrend
190,1611815640,31749.79,31793.99,31749.79,31772.82,0.93811513,29796.1396,31761.70882,48.537141516972504,31783.02818181815,downtrend
191,1611815700,31760.49,31777.46,31705.03,31705.03,6.17976787,196021.9675,31719.95642,40.155221542696346,31774.39454545451,downtrend
192,1611815760,31738.4,31772.49,31701.26,31708.15,6.82980581,216638.6218,31719.58732,40.67909157776963,31764.780909090874,downtrend
193,1611815820,31714.56,31739.96,31660.39,31732.52,8.9435627,283386.5503,31686.09198,44.867628910565955,31755.84090909088,downtrend
194,1611815880,31722.51,31745.88,31678.84,31698.74,0.87959856,27891.34799,31709.178780000002,40.46697746276073,31743.222727272696,downtrend
195,1611815940,31694.86,31745.58,31682.33,31682.33,1.10910471,35168.734730000004,31709.12035,38.43233968847842,31730.70090909088,downtrend
196,1611816000,31693.06,31701.62,31621.77,31644.56,1.81479596,57448.84675,31655.81587,34.05363454818485,31722.52090909088,downtrend
197,1611816060,31632.64,31721.06,31632.64,31655.94,1.35732017,42983.01421,31667.557269999998,36.47653635968853,31715.26999999997,downtrend
198,1611816120,31638.18,31692.28,31638.18,31670.25,1.39795341,44274.70762,31671.089539999997,39.578191657690205,31703.999090909063,downtrend
199,1611816180,31687.37,31689.91,31649.18,31649.18,3.39202746,107445.2165,31675.809760000004,36.65052296148969,31697.552727272698,downtrend
200,1611816240,31651.72,31712.85,31641.54,31708.12,14.44887064,457463.3669,31660.838989999997,48.49283975735912,31693.42181818179,downtrend
201,1611816300,31721.6,31746.75,31704.53,31740.62,6.85672599,217582.8286,31732.75831,53.78581277655173,31690.494545454512,uptrend
202,1611816360,31724.92,31724.92,31660.13,31704.59,6.7426845,213678.0037,31690.34585,47.74249320532013,31690.454545454515,downtrend
203,1611816420,31690.55,31740.78,31673.36,31724.1,0.53976568,17105.59941,31690.7874,51.05150036480884,31691.90454545451,downtrend
204,1611816480,31724.1,31737.41,31693.11,31709.93,2.19048334,69468.47826,31713.767000000003,48.56960393386176,31689.85090909087,uptrend
205,1611816540,31701.26,31726.69,31680.37,31716.18,2.36485069,74974.73147,31703.790760000004,49.7664456289529,31691.436363636327,uptrend
206,1611816600,31687.25,31722.42,31687.25,31708.61,0.68916339,21846.19593,31699.58859,48.25520250814407,31693.825454545415,uptrend
207,1611816660,31720.0,31720.0,31660.16,31674.82,9.61267774,304664.3021,31694.00976,41.93887940371748,31696.576363636323,uptrend
208,1611816720,31676.61,31724.61,31654.43,31713.07,1.48668615,47083.20883,31669.904789999997,50.146488876948986,31701.76999999996,uptrend
209,1611816780,31712.09,31712.09,31653.02,31663.97,1.50368343,47651.63963,31689.9413,41.73231809358302,31701.199090909053,uptrend
210,1611816840,31674.29,31674.29,31632.33,31632.33,0.62005682,19624.320340000002,31649.229089999997,37.256381388852084,31699.667272727238,downtrend
211,1611816900,31638.49,31668.94,31572.77,31587.67,1.71386745,54180.54019,31613.0283,31.89185968666694,31688.717272727237,downtrend
212,1611816960,31589.1,31608.18,31577.89,31608.18,0.86594673,27357.72448,31592.84922,36.55353676287919,31676.677272727236,downtrend
213,1611817020,31592.78,31603.2,31573.09,31579.57,1.34083162,42350.16848,31585.001310000003,33.04768248096346,31665.31181818178,downtrend
214,1611817080,31596.84,31636.43,31596.84,31616.2,0.78069672,24681.96558,31615.305860000004,41.08590817491229,31655.50272727269,downtrend
215,1611817140,31624.24,31624.24,31595.07,31619.48,1.21324155,38351.296930000004,31610.602960000004,41.78133468453632,31647.279999999966,downtrend
216,1611817200,31612.39,31647.16,31608.66,31646.71,3.64876754,115369.3721,31618.72354,47.49795754446802,31640.964545454513,downtrend
217,1611817260,31626.18,31626.18,31576.16,31583.84,4.71506284,148919.9703,31583.87817,37.94065330582475,31629.62181818179,downtrend
